bag_id,episode_id,animal_id,fold_id,bcs_raw,label5,label3,frame_key,rgb_path,depth_npy_path,is_good_angle_frame,bad_reasons,n_angles,frame_angle_median,frame_angle_mean,frame_angle_std,frame_r2_min_median,frame_r2_min_min,frame_r2_mean_median,frame_n_low_r2,anatomical_phase,rotate_deg,axis_tilt_abs,trunk_len_ratio,centerline_std_ratio,centerline_range_ratio,top_width_ratio,bottom_width_ratio,top_gap_ratio,bottom_gap_ratio,pointed_top,pointed_bottom
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,30,dataset\2\Cow_11\f_30_rgb.jpg,dataset\2\Cow_11\f_30_depth.npy,1,,4,173.39047241210938,173.41746520996094,0.7403358817100525,0.7904735067749671,0.7064060503872903,0.8822016152001859,2,head_neck_trunk,-5.067587051519496,0.08229507557487636,0.382262996941896,0.018827753141522408,0.050435200333595276,0.19678974380653308,0.8651892188683632,0.026785714285714284,0.0,1.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,45,dataset\2\Cow_11\f_45_rgb.jpg,dataset\2\Cow_11\f_45_depth.npy,0,short_trunk_plateau;too_few_valid_profiles,2,171.80685424804688,171.80685424804688,0.213623046875,0.9670864073265764,0.9621913236131135,0.9742304598228231,0,entry_or_trunk_with_rump,-5.681662848252088,0.2777754484975361,0.14583333333333334,0.010373946279287338,0.03008159063756466,0.38305821289329745,0.7836861544368585,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,60,dataset\2\Cow_11\f_60_rgb.jpg,dataset\2\Cow_11\f_60_depth.npy,0,too_few_valid_profiles;no_valid_angle,0,,,,,,,0,entry_or_trunk_with_rump,-5.295489664018845,0.23162126091322932,0.22023809523809523,0.005905956495553255,0.026704605668783188,0.45421040575761695,0.6997487024454369,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,75,dataset\2\Cow_11\f_75_rgb.jpg,dataset\2\Cow_11\f_75_depth.npy,0,too_few_valid_profiles;no_valid_angle,0,,,,,,,0,entry_or_trunk_with_rump,-5.486093226186512,0.2783200615986061,0.27380952380952384,0.00991054531186819,0.042575884610414505,0.39952392912795714,0.5773194097126235,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,90,dataset\2\Cow_11\f_90_rgb.jpg,dataset\2\Cow_11\f_90_depth.npy,1,,3,171.1579132080078,171.343017578125,0.32182663679122925,0.956869694511481,0.9296063478949026,0.9621512639966429,0,entry_or_trunk_with_rump,-6.859208109957834,0.3117158244266136,0.32142857142857145,0.007230120711028576,0.026159562170505524,0.37565451298254526,0.5745379423461678,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,105,dataset\2\Cow_11\f_105_rgb.jpg,dataset\2\Cow_11\f_105_depth.npy,1,,4,172.884033203125,172.8076934814453,0.29146382212638855,0.9378190962339901,0.9076919854318163,0.943464411110015,0,entry_or_trunk_with_rump,-7.348327626173187,0.3312547909608412,0.2976190476190476,0.005334354005753994,0.02270106039941311,0.37293798335693107,0.6281887448000348,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,120,dataset\2\Cow_11\f_120_rgb.jpg,dataset\2\Cow_11\f_120_depth.npy,0,too_few_valid_profiles;no_valid_angle,0,,,,,,,0,entry_or_trunk_with_rump,-6.317254246938049,0.3275417979376414,0.2916666666666667,0.006193081382662058,0.02276071347296238,0.4070519027648176,0.653467259563017,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,135,dataset\2\Cow_11\f_135_rgb.jpg,dataset\2\Cow_11\f_135_depth.npy,0,too_few_valid_profiles,1,171.26376342773438,171.26376342773438,0.0,0.9308298699208147,0.9308298699208147,0.9406378961731943,0,entry_or_trunk_with_rump,-6.194792302177206,0.34790547161613006,0.27380952380952384,0.010649333707988262,0.03551756590604782,0.4024030556833313,0.7152893752394132,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,150,dataset\2\Cow_11\f_150_rgb.jpg,dataset\2\Cow_11\f_150_depth.npy,0,too_few_valid_profiles,1,171.8281707763672,171.8281707763672,0.0,0.9647801601895312,0.9647801601895312,0.9649928683285857,0,entry_or_trunk_with_rump,-6.708366623962718,0.37306695590937977,0.2648809523809524,0.00959908589720726,0.028676090762019157,0.40276497380939946,0.727293155477121,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,165,dataset\2\Cow_11\f_165_rgb.jpg,dataset\2\Cow_11\f_165_depth.npy,0,too_few_valid_profiles;no_valid_angle,0,,,,,,,0,entry_or_trunk_with_rump,-6.441490831216939,0.3122791854788858,0.27976190476190477,0.009461304172873497,0.029016990214586258,0.4071199889130863,0.7223255401266476,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,180,dataset\2\Cow_11\f_180_rgb.jpg,dataset\2\Cow_11\f_180_depth.npy,0,too_few_valid_profiles;no_valid_angle,0,,,,,,,0,entry_or_trunk_with_rump,-5.539263071404974,0.3346985455202258,0.25595238095238093,0.007560414727777243,0.028774047270417213,0.3966350978752097,0.7146983397749384,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,195,dataset\2\Cow_11\f_195_rgb.jpg,dataset\2\Cow_11\f_195_depth.npy,0,too_few_valid_profiles;no_valid_angle,0,,,,,,,0,entry_or_trunk_with_rump,-5.170019341853745,0.25804311509517674,0.2708333333333333,0.011784701608121395,0.03837854042649269,0.39919889267369646,0.7487648948379982,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,210,dataset\2\Cow_11\f_210_rgb.jpg,dataset\2\Cow_11\f_210_depth.npy,0,too_few_valid_profiles,2,170.62295532226562,170.62295532226562,0.17554473876953125,0.960020437003968,0.9536104575479504,0.9731623995542752,0,entry_or_trunk_with_rump,-4.036267540989371,0.21495270372273012,0.26785714285714285,0.0124820526689291,0.04436979442834854,0.4093188323811607,0.7274687006747479,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,225,dataset\2\Cow_11\f_225_rgb.jpg,dataset\2\Cow_11\f_225_depth.npy,0,too_few_valid_profiles;no_valid_angle,0,,,,,,,0,entry_or_trunk_with_rump,-2.2429023890490214,0.12238692647328264,0.24107142857142858,0.0060462974943220615,0.02179996855556965,0.40740401861843406,0.7204463998997158,0.0,0.0,0.0,0.0
BCS2__Cow_11,Cow_11,Cow_11,1,2,0,0,240,dataset\2\Cow_11\f_240_rgb.jpg,dataset\2\Cow_11\f_240_depth.npy,0,too_few_valid_profiles,1,171.83920288085938,171.83920288085938,0.0,0.9656949523052163,0.9656949523052163,0.9757668190359925,0,entry_or_trunk_with_rump,-1.628364417740812,0.07496516351055504,0.25,0.009395423345267773,0.031269315630197525,0.4020546037024622,0.7299433512924913,0.0,0.0,0.0,0.0
